INTERNAL_PART_#,SHORT_DESC,PROD_CELL_CODE,WORK_CENTER_CODE,DESCRIPTION
4038584300,TYAA FOG FLEX TOP RH,EL2-SMT,EL2C5,TYA/FOG/FLEX/PWB/TOP/RH
4038584300,TYAA FOG FLEX TOP RH,EL2-SMT,EL2C7,TYA/FOG/FLEX/PWB/TOP/RH
5309797900,TYAA FOG FLEX TOP LH,EL2-SMT,EL2C5,TYA/FOG/FLEX/PWB/TOP/LH
5309797900,TYAA FOG FLEX TOP LH,EL2-SMT,EL2C7,TYA/FOG/FLEX/PWB/TOP/LH
5309797900,TYAA FOG FLEX TOP LH,EL2-SMT,EL2C12,TYA/FOG/FLEX/PWB/TOP/LH
7215463001,TYAA FOG DRIVER TOP,EL2-SMT,EL2C2,TYA/FOG/PWB/DRIVER/TOP
7215463001,TYAA FOG DRIVER TOP,EL2-SMT,EL2C5,TYA/FOG/PWB/DRIVER/TOP
7215463001,TYAA FOG DRIVER TOP,EL2-SMT,EL2C7,TYA/FOG/PWB/DRIVER/TOP
1693132200,TYAA RJB TOP,EL2-SMT,EL2C6,TYA/REARJUNCTIONBOX/TOP
6462809701,TYAA TL DR BOT RH,EL2-SMT,EL2C6,TYA/TL/PWB/DR/LED2/BOT/RH
8204429901,TYAA TL DR2 TOP RH,EL2-SMT,EL2C6,TYA/TL/PWB/DR/LED2/TOP/RH
3430486601,TYAA TL DR2 TOP LH,EL2-SMT,EL2C6,TYA/TL/PWB/DR/LED2/TOP/LH
1688267401,TYAA TL DR2 BOT LH,EL2-SMT,EL2C6,TYA/TL/PWB/DR/LED2/BOT/LH
8800898701,TYAA LID KIT TOP RH,EL2-SMT,EL2C4,TYA/LID/PWB/LED/KIT/TOP/RH
0858838401,TYAA LID KIT TOP LH,EL2-SMT,EL2C4,TYA/LID/PWB/LED/KIT/TOP/LH
0172846600,T20A HS REAR BOT,EL2-SMT,EL2C6,T20A/KC/RRHSE/PWB/BOT
4993543901,T20A HS REAR TOP,EL2-SMT,EL2C6,T20A/KC/RRHSE/PWB/TOP
9694273700,T20A FR HS BOT,EL2-SMT,EL2C6,T20A/KC/FRHSE/PWB/BOT
2969912701,T20A FR HS TOP,EL2-SMT,EL2C6,T20A/KC/FRHSE/PWB/TOP
2074066300,3A0A LID RH A0,EL2-SMT,EL2C5,3A0A/KAO/LID/LED PWB KIT-RH A0
4640779200,3A0A LID RH A1,EL2-SMT,EL2C5,3A0A/KAO/LID/LED PWB KIT-RH A1
6941239400,3A0A LID LH A0,EL2-SMT,EL2C5,3A0A/KAO/LID/LED PWB KIT-LH A0
9507552500,3A0A LID LH A1,EL2-SMT,EL2C5,3A0A/KAO/LID/LED PWB KIT-LH A1
7477345100,3A0A RC LED RH BOT,EL2-SMT,EL2C7,3A0A/KAO/RC/LED PWB KIT-RH BOT
7477345100,3A0A RC LED RH BOT,EL2-SMT,EL2C9,3A0A/KAO/RC/LED PWB KIT-RH BOT
4909632100,3A0A RC LED RH TOP,EL2-SMT,EL2C9,3A0A/KAO/RC/LED PWB KIT-RH TOP
2342119400,3A0A RC LED LH BOT,EL2-SMT,EL2C7,3A0A/KAO/RC/LED PWB KIT-LH BOT
2342119400,3A0A RC LED LH BOT,EL2-SMT,EL2C10,3A0A/KAO/RC/LED PWB KIT-LH BOT
9774805500,3A0A RC LED LH TOP,EL2-SMT,EL2C7,3A0A/KAO/RC/LED PWB KIT-LH TOP
9774805500,3A0A RC LED LH TOP,EL2-SMT,EL2C10,3A0A/KAO/RC/LED PWB KIT-LH TOP
0837790100,30AA TURN/DRL/RH,EL2-SMT,EL2C11,30AA HL/TURN/DRL/RH
0837790100,30AA TURN/DRL/RH,EL2-SMT,EL2C11L,30AA HL/TURN/DRL/RH
0708718700,30AA TURN/DRL/LH,EL2-SMT,EL2C11,30AA HL/TURN/DRL/LH
0708718700,30AA TURN/DRL/LH,EL2-SMT,EL2C11L,30AA HL/TURN/DRL/LH
0605632600,30AA HL SM,EL2-SMT,EL2C12,30AA/HL/SMPWB
6060218200,T20A FR HS BOT,EL2-SMT,EL2C6,T20A/KA/FRONT HS PWB
4329600000,T20A FR HS TOP,EL2-SMT,EL2C6,T20A/KA/FRONT HS PWB
3122626000,T20 HS REAR BOT,EL2-SMT,EL2C6,T20A/KC/RRHSE/PWB/BOT
5608016300,T20A HS REAR TOP,EL2-SMT,EL2C6,T20A/KC/RRHSE/PWB/TOP
5725875600,30AA FRT HS A8 BOT,EL2-SMT,EL2C6,30AA/KA8/FRONTHSECU/BOT
9181980500,30AA FRT HS A8 TOP,EL2-SMT,EL2C6,30AA/KA8/FRONTHSECU/TOP
6985596200,30AA FRT HS A8 TOP,EL2-SMT,EL2C6,30AA/KA8/FRONTHSECU/TOP
2515341300,30AA FRT HS A8 BOT,EL2-SMT,EL2C6,30AA/KA8/FRONTHSECU/BOT
1392065600,T20 LID PWB RH TOP,EL2-SMT,EL2C2,T20/LID/PWB RH TOP
1392065600,T20 LID PWB RH TOP,EL2-SMT,EL2C17,T20/LID/PWB RH TOP
3564232300,T20 LID PWB RH BOT,EL2-SMT,EL2C2,T20/LID/PWB RH BOT
3564232300,T20 LID PWB RH BOT,EL2-SMT,EL2C17,T20/LID/PWB RH BOT
5736599400,T20 LID PWB LH TOP,EL2-SMT,EL2C2,T20/LID/PWB LH TOP
7909166900,T20 LID PWB LH BOT,EL2-SMT,EL2C2,T20/LID/PWB LH BOT
0081933600,T43 LID PWB RH TOP,EL2-SMT,EL2C2,T43/LID/PWB RH TOP
4428067100,T43 LID PWB RH BOT,EL2-SMT,EL2C2,T43/LID/PWB RH BOT
6601434700,T43 LID PWB LH TOP,EL2-SMT,EL2C2,T43/LID/PWB LH TOP
8775001900,T43 LID PWB LH BOT,EL2-SMT,EL2C2,T43/LID/PWB LH BOT
3537276801,3A0 HL SM RH TOP,EL2-SMT,EL2C4,3A0A/KA/HL/SM PWB-RH TOP
3537276801,3A0 HL SM RH TOP,EL2-SMT,EL2C12,3A0A/KA/HL/SM PWB-RH TOP
4434054200,3A0 HL SM RH BOT,EL2-SMT,EL2C4,3A0A/KA/HL/SM PWB-RH BOT
4434054200,3A0 HL SM RH BOT,EL2-SMT,EL2C12,3A0A/KA/HL/SM PWB-RH BOT
4925727901,3A0 HL SM LH TOP,EL2-SMT,EL2C4,3A0A/KA/HL/SM PWB-LH TOP
4925727901,3A0 HL SM LH TOP,EL2-SMT,EL2C12,3A0A/KA/HL/SM PWB-LH TOP
8969611900,3A0 HL SM LH BOT,EL2-SMT,EL2C4,3A0A/KA/HL/SM PWB-LH BOT
8969611900,3A0 HL SM LH BOT,EL2-SMT,EL2C12,3A0A/KA/HL/SM PWB-LH BOT
7380045502,3A0A HL DRL RH,EL2-SMT,EL2C7,3A0A/KA/HL/DRL PWB-RH
7380045502,3A0A HL DRL RH,EL2-SMT,EL2C16,3A0A/KA/HL/DRL PWB-RH
7380045502,3A0A HL DRL RH,EL2-SMT,EL2C17,3A0A/KA/HL/DRL PWB-RH
7380045502,3A0A HL DRL RH,EL2-SMT,EL2C18,3A0A/KA/HL/DRL PWB-RH
7380045502,3A0A HL DRL RH,EL2-SMT,EL2C19,3A0A/KA/HL/DRL PWB-RH
9046467102,3A0A HL DRL LH,EL2-SMT,EL2C7,3A0A/KA/HL/DRL PWB-LH
9046467102,3A0A HL DRL LH,EL2-SMT,EL2C18,3A0A/KA/HL/DRL PWB-LH
2319995503,TGVX/CPU/TOP,EL2-SMT,EL2C6,TGVX/CPH0582A/P-SAY S-17468
3167920600,T95B RC KJ RH TOP,EL2-SMT,EL2C9,T95B/KJ0/RC/LED PWB RH TOP
7945128200,T95B RC KJ RH BOT,EL2-SMT,EL2C9,T95B/KJ0/RC/LED PWB RH BOT
8737684200,T95B RC KJ LH TOP,EL2-SMT,EL2C10,T95B/KJ0/RC/LED PWB LH TOP
9610240200,T95B RC KJ LH BOT,EL2-SMT,EL2C10,T95B/KJ0/RC/LED PWB LH BOT
5563438602,TJBT C3,EL2-SMT,EL2C6,TJBT/C3
4702769100,30A RPL TURN RH,EL2-SMT,EL2C7,CDH0997A/P-SAY S-17296B/INMOA
4702769100,30A RPL TURN RH,EL2-SMT,EL2C16,CDH0997A/P-SAY S-17296B/INMOA
6538041200,30A RPL TURN LH,EL2-SMT,EL2C7,CDH0997A/P-SAY S-17295B/INMOA
6538041200,30A RPL TURN LH,EL2-SMT,EL2C16,CDH0997A/P-SAY S-17295B/INMOA
6855423300,30A TURN DRIVER,EL2-SMT,EL2C7,CDH0950A/P-SAY S-17131B/INMOA
6855423300,30A TURN DRIVER,EL2-SMT,EL2C16,CDH0950A/P-SAY S-17131B/INMOA
6855423300,30A TURN DRIVER,EL2-SMT,EL2C17,CDH0950A/P-SAY S-17131B/INMOA
5087922400,30A RPL TAIL-BACK LH,EL2-SMT,EL2C17,CDH0947A/LDU L/INMOA
8741327600,30A RPL TAIL-BACK RH,EL2-SMT,EL2C17,CDH0947A/LDU L/INMOA
2455977700,30A RC TURN RH,EL2-SMT,EL2C16,CDH0950A/P-SAY S-17114B/INMOA
2455977700,30A RC TURN RH,EL2-SMT,EL2C18,CDH0950A/P-SAY S-17114B/INMOA
8374113900,30A RC TURN LH,EL2-SMT,EL2C16,CDH0950A/P-SAY S-17113B/INMOA
8374113900,30A RC TURN LH,EL2-SMT,EL2C18,CDH0950A/P-SAY S-17113B/INMOA
6048737500,30A RC TAIL SM RH,EL2-SMT,EL2C17,CDH0946A/LDU R/INMOA
2394932600,30A RC TAIL RH,EL2-SMT,EL2C16,CDH0949A/LDU R/INMOA
2394932600,30A RC TAIL RH,EL2-SMT,EL2C17,CDH0949A/LDU R/INMOA
2394932600,30A RC TAIL RH,EL2-SMT,EL2C18,CDH0949A/LDU R/INMOA
9702742000,30A RC TAIL LH,EL2-SMT,EL2C16,CDH0949A/LDU L/INMOA
9702742000,30A RC TAIL LH,EL2-SMT,EL2C17,CDH0949A/LDU L/INMOA
9702742000,30A RC TAIL LH,EL2-SMT,EL2C18,CDH0949A/LDU L/INMOA
3356947500,30A RC TAIL SM LH,EL2-SMT,EL2C17,30AA RC TAIL SM LH
5898975400,J34X CHM PWB ASSY,EL2-SMT,EL2C16,CDJ0175A/P-SAY S-18464B/INMOA
4501129100,311D RPL PNL TOP,EL2-SMT,EL2C18,CDT0163A/LDU M/INMOA
6128951800,311D RPL BOT,EL2-SMT,EL2C18,CDT0163A/LDU M/INMOB
1612109600,3DSX FR HS BOT,EL2-SMT,EL2C6,3DSX/FR/HS/ASSY
2631975700,3DSX HS TOP,EL2-SMT,EL2C6,3DSX/FR/HS/ASSY
3071030400,3MAA CHM BOT,EL2-SMT,EL2C18,3MAA PWB/ASSY BOTTOM
0236546400,3MAA CHM TOP,EL2-SMT,EL2C18,3MAA PWB/ASSY TOP
9483480500,3MAA HS FRT TOP,EL2-SMT,EL2C6,3MAA FRT PWB SEMI-ASSY/TOP
6067901000,3MAA HS A0 BOT,EL2-SMT,EL2C6,3MAA A0 PWB SEMI-ASSY/BOT
1384131400,3MAA A2/A5 HS TOP,EL2-SMT,EL2C6,3MAA FRT PWB SEMI-ASSY/TOP
3722718800,3MAA FRT HS BOT,EL2-SMT,EL2C6,3MAA FRT PWB SEMI-ASSY/BOT
7584829300,3MAA RR HS TOP,EL2-SMT,EL2C6,3MAA A0 RR PWB-TOP
1379535500,3MAA RR HS BOT,EL2-SMT,EL2C6,3MAA A0 RR PWB-BOT
4760521002,THRA HL LEDKIT R TOP,EL2-SMT,EL2C4,THRA/KA/HL/LED KIT/MONT/TOP-RH
4085329402,THRA HL LEDKIT L TOP,EL2-SMT,EL2C4,THRA/KA/HL/LED KIT/MONT/TOP-LH
9828626808,THRA HL CTRL,EL2-SMT,EL2C6,CDH0659A/P-SAY S-13963B
2342547500,401D RPL TOP,EL2-SMT,EL2C18,401D RPL SMT TOP
2987869200,400D RPL TOP,EL2-SMT,EL2C18,400D RPL SMT TOP
3633991800,400D CTL TOP,EL2-SMT,EL2C18,400D CTL SMT TOP
1870895700,3A0 FR HS BOT,EL2-SMT,EL2C6,3A0/KA/FRONT HS PWB
1570839500,3A0 FR HS TOP,EL2-SMT,EL2C6,3A0/KA/FRONT HS PWB
1782537200,3A0 RR HS TOP,EL2-SMT,EL2C6,3A0/KA/REAR HS PWB
5371850700,3BMA CHM,EL2-SMT,EL2C16,3BMA CHM/PWB/MONT/TOP
5369755003,660B RC SMT TOP,EL2-SMT,EL2C16,660B RC SMT TOP
5016605800,660B RC SMT BOT,EL2-SMT,EL2C16,660B RC SMT BOT
9935881503,660B LID SMT TOP,EL2-SMT,EL2C16,660B LID SMT TOP
6490243100,660B LID SMT BOT,EL2-SMT,EL2C16,660B LID SMT BOT
2148775901,TLA FOG DR RH,EL2-SMT,EL2C2,TLA FOG DRIVER RH
2148775901,TLA FOG DR RH,EL2-SMT,EL2C18,TLA FOG DRIVER RH
5668855201,TLA FOG DR LH,EL2-SMT,EL2C2,TLA FOG DRIVER LH
5668855201,TLA FOG DR LH,EL2-SMT,EL2C18,TLA FOG DRIVER LH
4234343902,TLA FOG LED,EL2-SMT,EL2C12,TLA FOG LED
4234343902,TLA FOG LED,EL2-SMT,EL2C18,TLA FOG LED
4331996500,3A0 RR HS BOT,EL2-SMT,EL2C6,3A0/KA/REAR HS PWB
